CepsOrigem;CepDestino;QTD;Altura;Comprimento;Largura;Peso;QTD;SKU
"{""origin_zip_code"":""25085340""";36205320;36205320;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";36212000;36212000;height:35;length:188;width:138;weight:1;quantity:1;"sku_id:""50321514""}]}"
"{""origin_zip_code"":""25085340""";36230000;36230000;height:100;length:100;width:100;weight:18.5;quantity:1;"sku_id:""15955242""}]}"
"{""origin_zip_code"":""25085340""";36307728;36307728;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""2792878401""}]}"
"{""origin_zip_code"":""25085340""";36405085;36405085;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""13912880""}]}"
"{""origin_zip_code"":""25085340""";36406059;36406059;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792832998""}]}"
"{""origin_zip_code"":""25085340""";36410010;36410010;height:100;length:100;width:100;weight:1;quantity:1;"sku_id:""26958096""}]}"
"{""origin_zip_code"":""25085340""";36412204;36412204;height:120;length:34;width:195;weight:1;quantity:1;"sku_id:""45587032""}]}"
"{""origin_zip_code"":""25085340""";36414390;36414390;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""13912880""}]}"
"{""origin_zip_code"":""25085340""";36560000;36560000;height:1;length:2;width:2;weight:3;quantity:1;"sku_id:""429691300""}]}"
"{""origin_zip_code"":""25085340""";36570087;36570087;height:100;length:100;width:100;weight:51;quantity:1;"sku_id:""19499281""}]}"
"{""origin_zip_code"":""25085340""";36570250;36570250;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";36572028;36572028;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792850555""}]}"
"{""origin_zip_code"":""25085340""";36576001;36576001;height:10;length:188;width:128;weight:0.1;quantity:1;"sku_id:""18903111""}]}"
"{""origin_zip_code"":""25085340""";36670000;36670000;height:35;length:188;width:88;weight:1;quantity:1;"sku_id:""60936735""}]}"
"{""origin_zip_code"":""25085340""";36700012;36700012;height:10;length:188;width:128;weight:0.1;quantity:1;"sku_id:""18903111""}]}"
"{""origin_zip_code"":""25085340""";36820000;36820000;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792832998""}]}"
"{""origin_zip_code"":""25085340""";36830000;36830000;height:12;length:12;width:12;weight:0.02;quantity:1;"sku_id:""38853392""}]}"
"{""origin_zip_code"":""25085340""";36883066;36883066;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792851988""}]}"
"{""origin_zip_code"":""25085340""";36900215;36900215;height:46;length:188;width:88;weight:10;quantity:1;"sku_id:""34699598""}]}"
"{""origin_zip_code"":""25085340""";36909200;36909200;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";36976000;36976000;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864527""}]}"
"{""origin_zip_code"":""25085340""";37130059;37130059;height:100;length:100;width:100;weight:1;quantity:1;"sku_id:""15126366""}]}"
"{""origin_zip_code"":""25085340""";37140000;37140000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";37200084;37200084;height:35;length:188;width:138;weight:1;quantity:1;"sku_id:""60936700""}]}"
"{""origin_zip_code"":""25085340""";37200673;37200673;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";37202862;37202862;height:100;length:100;width:100;weight:80;quantity:1;"sku_id:""13912915""}]}"
"{""origin_zip_code"":""25085340""";37270000;37270000;height:35;length:198;width:158;weight:3;quantity:1;"sku_id:""75726189""}]}"
"{""origin_zip_code"":""25085340""";37360000;37360000;height:34;length:34;width:34;weight:0.04;quantity:1;"sku_id:""2792850125""}]}"
"{""origin_zip_code"":""25085340""";37445000;37445000;height:45;length:90;width:45;weight:0.01;quantity:1;"sku_id:""2792870118""}]}"
"{""origin_zip_code"":""25085340""";37445000;37445000;height:25;length:188;width:88;weight:0.01;quantity:1;"sku_id:""2792859584""}]}"
"{""origin_zip_code"":""25085340""";37466000;37466000;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";37470000;37470000;height:100;length:100;width:100;weight:35;quantity:1;"sku_id:""23408355""}]}"
"{""origin_zip_code"":""25085340""";37480000;37480000;height:35;length:198;width:158;weight:3;quantity:1;"sku_id:""75726189""}]}"
"{""origin_zip_code"":""25085340""";37500006;37500006;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""2792876579""}]}"
"{""origin_zip_code"":""25085340""";37503424;37503424;height:39;length:188;width:138;weight:47;quantity:1;"sku_id:""45467792""}]}"
"{""origin_zip_code"":""25085340""";37558458;37558458;height:100;length:100;width:100;weight:35;quantity:1;"sku_id:""23408355""}]}"
"{""origin_zip_code"":""25085340""";37650000;37650000;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792850555""}]}"
"{""origin_zip_code"":""25085340""";37660000;37660000;height:35;length:188;width:158;weight:1;quantity:1;"sku_id:""60936755""}]}"
"{""origin_zip_code"":""25085340""";37713318;37713318;height:40;length:188;width:108;weight:0.12;quantity:1;"sku_id:""67246008""}]}"
"{""origin_zip_code"":""25085340""";38037680;38037680;height:45;length:90;width:90;weight:0.01;quantity:1;"sku_id:""51262014""}]}"
"{""origin_zip_code"":""25085340""";38183216;38183216;height:45;length:90;width:45;weight:0.01;quantity:1;"sku_id:""2792878726""}]}"
"{""origin_zip_code"":""25085340""";38400018;38400018;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";38401136;38401136;height:1;length:2;width:1;weight:80;quantity:1;"sku_id:""75948578""}]}"
"{""origin_zip_code"":""25085340""";38405300;38405300;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792852358""}]}"
"{""origin_zip_code"":""25085340""";38408228;38408228;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";38412052;38412052;height:35;length:188;width:138;weight:65;quantity:1;"sku_id:""1800381497""}]}"
"{""origin_zip_code"":""25085340""";38414505;38414505;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";38414505;38414505;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76943656""}]}"
"{""origin_zip_code"":""25085340""";38610402;38610402;height:40;length:188;width:138;weight:15;quantity:1;"sku_id:""1466469521""}]}"
"{""origin_zip_code"":""25085340""";38703236;38703236;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";38770000;38770000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";38779000;38779000;height:40;length:198;width:158;weight:1;quantity:1;"sku_id:""36677269""}]}"
"{""origin_zip_code"":""25085340""";38840000;38840000;height:2;length:12;width:12;weight:0.13;quantity:1;"sku_id:""2792847268""}]}"
"{""origin_zip_code"":""25085340""";38840000;38840000;height:100;length:100;width:100;weight:45;quantity:1;"sku_id:""13912904""}]}"
"{""origin_zip_code"":""25085340""";38880000;38880000;height:78;length:180;width:90;weight:3;quantity:1;"sku_id:""48380362""}]}"
"{""origin_zip_code"":""25085340""";39180000;39180000;height:35;length:188;width:128;weight:1;quantity:1;"sku_id:""45951760""}]}"
"{""origin_zip_code"":""25085340""";39188000;39188000;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""2792860446""}]}"
"{""origin_zip_code"":""25085340""";39400072;39400072;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";39400079;39400079;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";39400157;39400157;height:100;length:100;width:100;weight:50;quantity:1;"sku_id:""19497722""}]}"
"{""origin_zip_code"":""25085340""";39400157;39400157;height:1;length:1;width:1;weight:3;quantity:1;"sku_id:""1183581994""}]}"
"{""origin_zip_code"":""25085340""";39400546;39400546;height:43;length:158;width:198;weight:3;quantity:1;"sku_id:""62155852""}]}"
"{""origin_zip_code"":""25085340""";39400546;39400546;height:100;length:100;width:100;weight:0.2;quantity:1;"sku_id:""15582927""}]}"
"{""origin_zip_code"":""25085340""";39400546;39400546;height:100;length:100;width:100;weight:1;quantity:1;"sku_id:""15126366""}]}"
"{""origin_zip_code"":""25085340""";39401138;39401138;height:100;length:100;width:100;weight:0.09;quantity:1;"sku_id:""10699854""}]}"
"{""origin_zip_code"":""25085340""";39401362;39401362;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""2792854231""}]}"
"{""origin_zip_code"":""25085340""";39401362;39401362;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792877424""}]}"
"{""origin_zip_code"":""25085340""";39460000;39460000;height:35;length:198;width:158;weight:3;quantity:1;"sku_id:""75726189""}]}"
"{""origin_zip_code"":""25085340""";39470000;39470000;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851654""}]}"
"{""origin_zip_code"":""25085340""";39480000;39480000;height:40;length:45;width:138;weight:10;quantity:1;"sku_id:""18903117""}]}"
"{""origin_zip_code"":""25085340""";39499000;39499000;height:36;length:138;width:138;weight:1;quantity:1;"sku_id:""39067359""}]}"
"{""origin_zip_code"":""25085340""";39540000;39540000;height:100;length:100;width:100;weight:80;quantity:1;"sku_id:""16995807""}]}"
"{""origin_zip_code"":""25085340""";39550000;39550000;height:43;length:158;width:198;weight:3;quantity:1;"sku_id:""62155852""}]}"
"{""origin_zip_code"":""25085340""";39550000;39550000;height:45;length:188;width:128;weight:0.1;quantity:1;"sku_id:""39029859""}]}"
"{""origin_zip_code"":""25085340""";39550000;39550000;height:25;length:188;width:88;weight:0.01;quantity:1;"sku_id:""2792859496""}]}"
"{""origin_zip_code"":""25085340""";39569000;39569000;height:43;length:158;width:198;weight:3;quantity:1;"sku_id:""62155852""}]}"
"{""origin_zip_code"":""25085340""";39569000;39569000;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""39029200""}]}"
"{""origin_zip_code"":""25085340""";39625000;39625000;height:78;length:180;width:90;weight:3;quantity:1;"sku_id:""48380362""}]}"
"{""origin_zip_code"":""25085340""";39690000;39690000;height:45;length:90;width:45;weight:0.01;quantity:1;"sku_id:""2792870118""}]}"
"{""origin_zip_code"":""25085340""";39690000;39690000;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""2792878401""}]}"
"{""origin_zip_code"":""25085340""";39690000;39690000;height:45;length:90;width:45;weight:0.01;quantity:1;"sku_id:""2792870134""}]}"
"{""origin_zip_code"":""25085340""";39718000;39718000;height:100;length:100;width:100;weight:45;quantity:1;"sku_id:""13912904""}]}"
"{""origin_zip_code"":""25085340""";39801027;39801027;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";39803091;39803091;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""2792878401""}]}"
"{""origin_zip_code"":""25085340""";39820000;39820000;height:100;length:100;width:100;weight:80;quantity:1;"sku_id:""16995807""}]}"
"{""origin_zip_code"":""25085340""";39830000;39830000;height:37;length:188;width:88;weight:10;quantity:1;"sku_id:""106498251""}]}"
"{""origin_zip_code"":""25085340""";39830000;39830000;height:45;length:90;width:45;weight:0.01;quantity:1;"sku_id:""2792870118""}]}"
"{""origin_zip_code"":""25085340""";39900000;39900000;height:100;length:100;width:100;weight:80;quantity:1;"sku_id:""16995807""}]}"
"{""origin_zip_code"":""25085340""";39948000;39948000;height:46;length:188;width:88;weight:10;quantity:1;"sku_id:""34699598""}]}"
"{""origin_zip_code"":""25085340""";39990000;39990000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";40100300;40100300;height:40;length:188;width:138;weight:15;quantity:1;"sku_id:""1466469521""}]}"
"{""origin_zip_code"":""25085340""";40150380;40150380;height:188;length:38;width:88;weight:0.3;quantity:1;"sku_id:""3380361771""}]}"
"{""origin_zip_code"":""25085340""";40155000;40155000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";40155250;40155250;height:35;length:188;width:158;weight:1;quantity:1;"sku_id:""29791155""}]}"
"{""origin_zip_code"":""25085340""";40243875;40243875;height:40;length:198;width:158;weight:1;quantity:1;"sku_id:""36677269""}]}"
"{""origin_zip_code"":""25085340""";40251070;40251070;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";40270080;40270080;height:100;length:100;width:100;weight:50;quantity:1;"sku_id:""13912955""}]}"
"{""origin_zip_code"":""25085340""";40279410;40279410;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";40285010;40285010;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""2792878401""}]}"
"{""origin_zip_code"":""25085340""";40285600;40285600;height:100;length:100;width:100;weight:0.08;quantity:1;"sku_id:""19499116""}]}"
"{""origin_zip_code"":""25085340""";40290000;40290000;height:12;length:33;width:32;weight:0.02;quantity:1;"sku_id:""2792843486""}]}"
"{""origin_zip_code"":""25085340""";40290110;40290110;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";40302000;40302000;height:45;length:90;width:45;weight:0.01;quantity:1;"sku_id:""2792870193""}]}"
"{""origin_zip_code"":""25085340""";40302000;40302000;height:45;length:90;width:45;weight:0.01;quantity:1;"sku_id:""2792870169""}]}"
"{""origin_zip_code"":""25085340""";40310430;40310430;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";40325470;40325470;height:10;length:10;width:10;weight:0.02;quantity:1;"sku_id:""2792864447""}]}"
"{""origin_zip_code"":""25085340""";40350000;40350000;height:25;length:188;width:88;weight:0.01;quantity:1;"sku_id:""106846357""}]}"
"{""origin_zip_code"":""25085340""";40352240;40352240;height:37;length:188;width:138;weight:10;quantity:1;"sku_id:""3073300098""}]}"
"{""origin_zip_code"":""25085340""";40430255;40430255;height:44;length:188;width:88;weight:25;quantity:1;"sku_id:""4870470655""}]}"
"{""origin_zip_code"":""25085340""";40711084;40711084;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""39029200""}]}"
"{""origin_zip_code"":""25085340""";40718192;40718192;height:45;length:188;width:128;weight:0.1;quantity:1;"sku_id:""39029859""}]}"
"{""origin_zip_code"":""25085340""";40720220;40720220;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792850555""}]}"
"{""origin_zip_code"":""25085340""";40725560;40725560;height:43;length:158;width:198;weight:3;quantity:1;"sku_id:""62155852""}]}"
"{""origin_zip_code"":""25085340""";40760570;40760570;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792850555""}]}"
"{""origin_zip_code"":""25085340""";41098030;41098030;height:35;length:188;width:138;weight:1;quantity:1;"sku_id:""28816284""}]}"
"{""origin_zip_code"":""25085340""";41100000;41100000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";41100160;41100160;height:100;length:100;width:100;weight:0.09;quantity:1;"sku_id:""10699854""}]}"
"{""origin_zip_code"":""25085340""";41110205;41110205;height:3000;length:188;width:110.00000000000001;weight:40;quantity:1;"sku_id:""18903087""}]}"
"{""origin_zip_code"":""25085340""";41120370;41120370;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""1183578357""}]}"
"{""origin_zip_code"":""25085340""";41181010;41181010;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""4471824920""}]}"
"{""origin_zip_code"":""25085340""";41190230;41190230;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""13912880""}]}"
"{""origin_zip_code"":""25085340""";41253281;41253281;height:35;length:188;width:88;weight:1;quantity:1;"sku_id:""51261993""}]}"
"{""origin_zip_code"":""25085340""";41260015;41260015;height:12;length:33;width:32;weight:0.02;quantity:1;"sku_id:""2792843486""}]}"
"{""origin_zip_code"":""25085340""";41306775;41306775;height:100;length:100;width:100;weight:1;quantity:1;"sku_id:""15126366""}]}"
"{""origin_zip_code"":""25085340""";41320157;41320157;height:40;length:45;width:138;weight:10;quantity:1;"sku_id:""18903117""}]}"
"{""origin_zip_code"":""25085340""";41337100;41337100;height:40;length:198;width:158;weight:1;quantity:1;"sku_id:""36677269""}]}"
"{""origin_zip_code"":""25085340""";41502385;41502385;height:44;length:188;width:88;weight:25;quantity:1;"sku_id:""4870470655""}]}"
"{""origin_zip_code"":""25085340""";41650472;41650472;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""39029200""}]}"
"{""origin_zip_code"":""25085340""";41650730;41650730;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792832998""}]}"
"{""origin_zip_code"":""25085340""";41680050;41680050;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""39029200""}]}"
"{""origin_zip_code"":""25085340""";41720100;41720100;height:35;length:188;width:158;weight:1;quantity:1;"sku_id:""60936755""}]}"
"{""origin_zip_code"":""25085340""";41740090;41740090;height:46;length:188;width:88;weight:25;quantity:1;"sku_id:""39029200""}]}"
"{""origin_zip_code"":""25085340""";41760035;41760035;height:12;length:12;width:12;weight:0.02;quantity:1;"sku_id:""2792838003""}]}"
"{""origin_zip_code"":""25085340""";41820908;41820908;height:35;length:188;width:88;weight:1;quantity:1;"sku_id:""51261993""}]}"
"{""origin_zip_code"":""25085340""";41830070;41830070;height:18;length:188;width:138;weight:8;quantity:1;"sku_id:""2792847997""}]}"
"{""origin_zip_code"":""25085340""";41940240;41940240;height:120;length:34;width:90;weight:1;quantity:1;"sku_id:""45559965""}]}"
"{""origin_zip_code"":""25085340""";41940240;41940240;height:35;length:188;width:138;weight:1;quantity:1;"sku_id:""55814466""}]}"
"{""origin_zip_code"":""25085340""";41950260;41950260;height:188;length:38;width:88;weight:0.3;quantity:1;"sku_id:""3380361771""}]}"
"{""origin_zip_code"":""25085340""";42717200;42717200;height:40;length:188;width:138;weight:15;quantity:1;"sku_id:""1466469521""}]}"
"{""origin_zip_code"":""25085340""";42722020;42722020;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""2792876579""}]}"
"{""origin_zip_code"":""25085340""";42800923;42800923;height:65;length:188;width:88;weight:25;quantity:1;"sku_id:""2071097575""}]}"
"{""origin_zip_code"":""25085340""";42809306;42809306;height:56.00000000000001;length:188;width:138;weight:3;quantity:1;"sku_id:""75948578""}]}"
"{""origin_zip_code"":""25085340""";42809667;42809667;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792852358""}]}"
"{""origin_zip_code"":""25085340""";42821826;42821826;height:40;length:188;width:138;weight:15;quantity:1;"sku_id:""1466469521""}]}"
"{""origin_zip_code"":""25085340""";42821826;42821826;height:40;length:188;width:138;weight:15;quantity:1;"sku_id:""1474222684""}]}"
"{""origin_zip_code"":""25085340""";42827494;42827494;height:12;length:3;width:3;weight:0.02;quantity:1;"sku_id:""19497710""}]}"
"{""origin_zip_code"":""25085340""";43700000;43700000;height:9;length:9;width:9;weight:0.01;quantity:1;"sku_id:""4887845775""}]}"
"{""origin_zip_code"":""25085340""";43700000;43700000;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792850555""}]}"
"{""origin_zip_code"":""25085340""";43815110;43815110;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792852358""}]}"
"{""origin_zip_code"":""25085340""";43825210;43825210;height:78;length:180;width:90;weight:3;quantity:1;"sku_id:""48380362""}]}"
"{""origin_zip_code"":""25085340""";44003456;44003456;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";44020385;44020385;height:56.00000000000001;length:188;width:138;weight:3;quantity:1;"sku_id:""75948578""}]}"
"{""origin_zip_code"":""25085340""";44056380;44056380;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792852358""}]}"
"{""origin_zip_code"":""25085340""";44075525;44075525;height:11;length:11;width:11;weight:0.02;quantity:1;"sku_id:""2792860446""}]}"
"{""origin_zip_code"":""25085340""";44077220;44077220;height:9;length:9;width:9;weight:0.01;quantity:1;"sku_id:""4887845775""}]}"
"{""origin_zip_code"":""25085340""";44082290;44082290;height:25;length:188;width:88;weight:0.01;quantity:1;"sku_id:""2792859496""}]}"
"{""origin_zip_code"":""25085340""";44082420;44082420;height:12;length:188;width:88;weight:7;quantity:1;"sku_id:""3057639921""}]}"
"{""origin_zip_code"":""25085340""";44230000;44230000;height:12;length:33;width:32;weight:0.02;quantity:1;"sku_id:""2792843486""}]}"
"{""origin_zip_code"":""25085340""";44300000;44300000;height:12;length:12;width:12;weight:0.02;quantity:1;"sku_id:""2792843865""}]}"
"{""origin_zip_code"":""25085340""";44350000;44350000;height:1;length:1;width:1;weight:3;quantity:1;"sku_id:""106498230""}]}"
"{""origin_zip_code"":""25085340""";44430414;44430414;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792852358""}]}"
"{""origin_zip_code"":""25085340""";44441210;44441210;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792852358""}]}"
"{""origin_zip_code"":""25085340""";44700000;44700000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";44713000;44713000;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""2792848439""}]}"
"{""origin_zip_code"":""25085340""";44885000;44885000;height:12;length:33;width:32;weight:0.02;quantity:1;"sku_id:""2792843486""}]}"
"{""origin_zip_code"":""25085340""";44900000;44900000;height:40;length:188;width:108;weight:0.12;quantity:1;"sku_id:""67247489""}]}"
"{""origin_zip_code"":""25085340""";45000110;45000110;height:78;length:180;width:90;weight:3;quantity:1;"sku_id:""48380362""}]}"
"{""origin_zip_code"":""25085340""";45052314;45052314;height:100;length:100;width:100;weight:18.5;quantity:1;"sku_id:""15955242""}]}"
"{""origin_zip_code"":""25085340""";45065265;45065265;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792852358""}]}"
"{""origin_zip_code"":""25085340""";45065430;45065430;height:25;length:188;width:88;weight:0.01;quantity:1;"sku_id:""2792859496""}]}"
"{""origin_zip_code"":""25085340""";45200170;45200170;height:40;length:198;width:158;weight:1;quantity:1;"sku_id:""36677269""}]}"
"{""origin_zip_code"":""25085340""";45300000;45300000;height:78;length:180;width:90;weight:3;quantity:1;"sku_id:""48380362""}]}"
"{""origin_zip_code"":""25085340""";45345000;45345000;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";45655700;45655700;height:1;length:1;width:1;weight:3;quantity:1;"sku_id:""96911132""}]}"
"{""origin_zip_code"":""25085340""";45821172;45821172;height:2;length:12;width:12;weight:0.13;quantity:1;"sku_id:""2792830677""}]}"
"{""origin_zip_code"":""25085340""";45834000;45834000;height:11;length:16;width:2;weight:1;quantity:1;"sku_id:""34732607""}]}"
"{""origin_zip_code"":""25085340""";45910000;45910000;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792850555""}]}"
"{""origin_zip_code"":""25085340""";46880000;46880000;height:120;length:34;width:90;weight:1;quantity:1;"sku_id:""45559965""}]}"
"{""origin_zip_code"":""25085340""";47650000;47650000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76943656""}]}"
"{""origin_zip_code"":""25085340""";47650000;47650000;height:40;length:188;width:108;weight:0.12;quantity:1;"sku_id:""67246008""}]}"
"{""origin_zip_code"":""25085340""";47665000;47665000;height:78;length:180;width:90;weight:3;quantity:1;"sku_id:""48380362""}]}"
"{""origin_zip_code"":""25085340""";47800490;47800490;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";47850000;47850000;height:37;length:188;width:138;weight:10;quantity:1;"sku_id:""3069528196""}]}"
"{""origin_zip_code"":""25085340""";48300000;48300000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";48370970;48370970;height:100;length:100;width:100;weight:0.09;quantity:1;"sku_id:""10699854""}]}"
"{""origin_zip_code"":""25085340""";48400000;48400000;height:35;length:188;width:138;weight:1;quantity:1;"sku_id:""28816272""}]}"
"{""origin_zip_code"":""25085340""";48475000;48475000;height:100;length:100;width:100;weight:52;quantity:1;"sku_id:""19510502""}]}"
"{""origin_zip_code"":""25085340""";48604220;48604220;height:100;length:100;width:100;weight:1;quantity:1;"sku_id:""15126366""}]}"
"{""origin_zip_code"":""25085340""";48903271;48903271;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""36385585""}]}"
"{""origin_zip_code"":""25085340""";48913332;48913332;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";48916263;48916263;height:35;length:188;width:138;weight:65;quantity:1;"sku_id:""1800381403""}]}"
"{""origin_zip_code"":""25085340""";48916263;48916263;height:35;length:188;width:138;weight:65;quantity:1;"sku_id:""1800381411""}]}"
"{""origin_zip_code"":""25085340""";48916263;48916263;height:36;length:138;width:138;weight:1;quantity:1;"sku_id:""39067359""}]}"
"{""origin_zip_code"":""25085340""";48925000;48925000;height:1;length:1;width:1;weight:3;quantity:1;"sku_id:""106498230""}]}"
"{""origin_zip_code"":""25085340""";49005359;49005359;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76950453""}]}"
"{""origin_zip_code"":""25085340""";49025750;49025750;height:40;length:188;width:78;weight:10;quantity:1;"sku_id:""16368592""}]}"
"{""origin_zip_code"":""25085340""";49027030;49027030;height:10;length:10;width:10;weight:0.01;quantity:1;"sku_id:""13912956""}]}"
"{""origin_zip_code"":""25085340""";49040700;49040700;height:40;length:188;width:108;weight:0.12;quantity:1;"sku_id:""67246008""}]}"
"{""origin_zip_code"":""25085340""";49040700;49040700;height:40;length:198;width:108;weight:40;quantity:1;"sku_id:""2792844833""}]}"
"{""origin_zip_code"":""25085340""";49050485;49050485;height:40;length:188;width:108;weight:0.12;quantity:1;"sku_id:""67247489""}]}"
"{""origin_zip_code"":""25085340""";49070536;49070536;height:36;length:138;width:138;weight:1;quantity:1;"sku_id:""39067359""}]}"
"{""origin_zip_code"":""25085340""";49088150;49088150;height:9;length:9;width:9;weight:0.01;quantity:1;"sku_id:""4887845775""}]}"
"{""origin_zip_code"":""25085340""";49097710;49097710;height:40;length:45;width:138;weight:10;quantity:1;"sku_id:""18903117""}]}"
"{""origin_zip_code"":""25085340""";49160000;49160000;height:12;length:12;width:12;weight:0.12;quantity:1;"sku_id:""76943656""}]}"
"{""origin_zip_code"":""25085340""";49160000;49160000;height:99;length:9;width:9;weight:0.09;quantity:1;"sku_id:""2792851806""}]}"
"{""origin_zip_code"":""25085340""";49300000;49300000;height:1;length:1;width:1;weight:0.01;quantity:1;"sku_id:""2792852358""}]}"
"{""origin_zip_code"":""25085340""";49480000;49480000;height:12;length:33;width:32;weight:0.02;quantity:1;"sku_id:""2792843486""}]}"
"{""origin_zip_code"":""25085340""";49509218;49509218;height:120;length:140;width:35;weight:10;quantity:1;"sku_id:""2792876106""}]}"
